S.No,Name,URL,Exchange Code,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %
3650.,Guj. Petrosynth.,https://www.screener.in/company/506858/,506858,65.76,30.43,39.25,0.00,-0.11,-142.31,4.05,41.61,2.73
3651.,Mega Corp.,https://www.screener.in/company/531417/,531417,3.92,490.00,39.20,0.00,0.03,-85.71,1.20,64.38,6.39
3652.,Kallam Textiles,https://www.screener.in/company/530201/,530201,7.42,,39.19,0.00,-9.37,-28.18,56.08,-51.61,-4.20
3653.,Pan Electronics,https://www.screener.in/company/517397/,517397,97.75,,39.10,0.00,-0.84,17.65,0.66,10.00,-26.79
3654.,Laffans Petroch,https://www.screener.in/company/524522/,524522,48.84,6.58,39.07,0.00,5.36,164.04,1.20,,1.74
3655.,Bombay Talkies,https://www.screener.in/company/511246/,511246,7.22,,38.99,0.00,-0.06,-50.00,0.08,60.00,-3.64
3656.,Yarn Syndicate,https://www.screener.in/company/514378/consolidated/,514378,40.41,51.95,38.96,0.00,-0.70,-1066.67,0.94,,6.68
3657.,S.M. Gold,https://www.screener.in/company/542034/,542034,38.77,34.44,38.92,0.00,-0.35,-179.55,23.30,61.81,4.09
3658.,Pro Fin Capital,https://www.screener.in/company/511557/,511557,1.83,,38.80,0.00,1.32,-30.16,8.85,47.01,3.81
3659.,Phaarmasia,https://www.screener.in/company/523620/,523620,56.74,1291.67,38.75,0.00,0.28,203.70,8.29,20.49,-4.65
3660.,MPDL Ltd,https://www.screener.in/company/532723/consolidated/,532723,52.29,1.93,38.75,0.00,-0.55,73.56,0.16,-95.21,-3.39
3661.,SPA CAPT SER,https://www.screener.in/company/542376/consolidated/,542376,125.60,55.16,38.61,0.00,0.20,33.33,6.12,9.09,1.64
3662.,Global Longlife,https://www.screener.in/company/543520/,543520,36.50,,38.33,0.00,-3.22,,1.18,,-2.51
3663.,Hindoo. Mills,https://www.screener.in/company/509895/,509895,230.00,38.18,38.18,0.00,-0.88,-44.26,15.42,-25.22,-4.73
3664.,Shanthala,https://www.screener.in/company/SHANTHALA/,SHANTHALA,57.00,131.66,38.18,0.00,0.17,,22.60,,4.38
3665.,Pratik Panels,https://www.screener.in/company/526490/,526490,5.96,48.82,38.08,0.00,0.05,171.43,0.77,,11.26
3666.,Megri Soft,https://www.screener.in/company/539012/,539012,121.25,60.44,38.08,0.00,0.12,9.09,1.04,136.36,3.97
3667.,Sterling Powerg.,https://www.screener.in/company/513575/,513575,74.64,13.08,38.07,0.00,0.02,140.00,10.68,4172.00,-28.57
3668.,Jumbo Bag,https://www.screener.in/company/516078/,516078,45.40,12.62,38.00,0.00,0.47,9.30,28.04,15.49,8.53
3669.,Genus Prime,https://www.screener.in/company/532425/consolidated/,532425,25.35,,37.84,0.00,0.00,100.00,0.09,12.50,-2.80
3670.,Nirav Commercial,https://www.screener.in/company/512425/,512425,969.95,,37.83,0.00,0.03,-80.00,2.28,-31.74,0.14
3671.,Cochin Malabar,https://www.screener.in/company/508571/,508571,213.60,71.34,37.81,0.00,-0.16,15.79,0.00,,65.15
3672.,Epic Energy,https://www.screener.in/company/530407/,530407,52.15,87.47,37.61,0.00,0.15,66.67,0.63,8.62,5.03
3673.,SJ Corp,https://www.screener.in/company/504398/,504398,45.00,,37.60,0.00,-0.03,-116.67,2.63,-72.37,0.11
3674.,Adeshwar Meditex,https://www.screener.in/company/543309/,543309,25.99,18.66,37.51,0.00,1.28,,33.59,,9.62
3675.,Paos Industries,https://www.screener.in/company/530291/,530291,61.37,,37.46,0.00,-0.12,-33.33,0.00,,-200.00
3676.,Samyak Internati,https://www.screener.in/company/530025/consolidated/,530025,59.93,7.08,37.46,0.00,1.46,11.45,12.15,25.00,6.04
3677.,Natl. Gen. Inds.,https://www.screener.in/company/531651/,531651,67.72,30.45,37.45,0.00,0.17,-43.33,2.81,-9.35,3.68
3678.,VSF Projects,https://www.screener.in/company/519331/,519331,56.80,,37.36,0.00,-0.15,31.82,0.00,,-0.26
3679.,Vapi Enterprise,https://www.screener.in/company/502589/,502589,163.85,42.94,37.36,0.00,0.28,-15.15,0.50,-18.03,4.13
3680.,Hind.Fluoro Carb,https://www.screener.in/company/524013/,524013,19.04,28.27,37.32,0.00,0.26,62.50,0.00,,3.05
3681.,Docmode Health,https://www.screener.in/company/DHTL/consolidated/,DHTL,118.40,195.84,37.21,0.00,-1.17,,16.40,,12.70
3682.,Concord Drugs,https://www.screener.in/company/538965/consolidated/,538965,37.18,3718.00,37.18,0.00,0.03,-93.88,11.69,30.18,5.01
3683.,Medinova Diagno.,https://www.screener.in/company/526301/consolidated/,526301,37.20,17.85,37.13,0.00,0.42,27.27,2.49,2.89,232.00
3684.,Apt Packaging,https://www.screener.in/company/506979/,506979,70.49,,37.10,0.00,0.16,113.04,3.04,28.27,-12.95
3685.,Viji Finance,https://www.screener.in/company/VIJIFIN/consolidated/,VIJIFIN,2.60,264.64,37.05,0.00,0.03,200.00,0.51,50.00,1.41
3686.,Chordia Food,https://www.screener.in/company/519475/,519475,91.90,46.86,37.02,0.00,0.16,-5.88,0.82,1.23,7.37
3687.,Oasis Securities,https://www.screener.in/company/512489/,512489,199.10,21.05,36.83,0.00,0.95,55.74,0.96,11.63,15.25
3688.,Sanwaria Consum.,https://www.screener.in/company/SANWARIA/consolidated/,SANWARIA,0.50,,36.81,0.00,-0.86,47.88,0.27,,-2.08
3689.,Prakash Woollen,https://www.screener.in/company/531437/,531437,35.87,,36.80,0.00,-0.32,51.52,13.86,-15.49,4.82
3690.,Sodhani Academy,https://www.screener.in/company/544257/,544257,64.41,34.28,36.68,0.00,,,,,25.15
3691.,Anuroop Packagin,https://www.screener.in/company/542865/consolidated/,542865,34.34,8.32,36.62,0.00,0.33,-40.00,3.19,41.78,18.31
3692.,Deco-Mica,https://www.screener.in/company/531227/,531227,87.13,15.91,36.59,0.00,0.10,-9.09,15.82,-2.59,13.52
3693.,Challani Capital,https://www.screener.in/company/530747/,530747,24.38,46.88,36.57,0.00,0.16,128.57,0.33,1000.00,8.72
3694.,Polymechplast Ma,https://www.screener.in/company/526043/consolidated/,526043,65.27,35.15,36.56,1.53,-0.23,57.41,14.29,16.56,5.73
3695.,Valson Industrie,https://www.screener.in/company/530459/,530459,47.64,37.23,36.49,0.00,0.05,-79.17,28.76,-12.93,4.27
3696.,KKV Agro Powers,https://www.screener.in/company/KKVAPOW/,KKVAPOW,643.00,135.00,36.45,0.78,-0.41,,529.57,,4.62
3697.,Jetking Infotrai,https://www.screener.in/company/517063/consolidated/,517063,61.22,10.02,36.17,0.00,3.11,407.92,4.85,1.89,-0.24
3698.,Alfa Ica (I),https://www.screener.in/company/530973/,530973,89.45,20.19,36.14,0.00,0.42,31.25,19.51,14.43,10.98
3699.,Jay Kailash,https://www.screener.in/company/544160/,544160,72.30,51.61,36.13,0.00,0.60,,7.67,,11.86
3700.,Netlink Solns(I),https://www.screener.in/company/509040/,509040,142.80,4.09,36.12,0.00,1.71,-17.39,0.10,0.00,41.03
3701.,JMJ Fintech,https://www.screener.in/company/538834/,538834,29.13,9.58,36.12,0.00,1.82,857.89,3.69,373.08,22.66
3702.,Hybrid Financial,https://www.screener.in/company/HYBRIDFIN/consolidated/,HYBRIDFIN,12.25,11.56,36.06,0.00,1.34,509.09,1.39,52.75,7.93
3703.,Informed Techn.,https://www.screener.in/company/504810/,504810,86.15,12.52,35.92,0.00,0.97,27.63,0.60,13.21,14.44
3704.,Orient Tradelink,https://www.screener.in/company/531512/,531512,14.57,155.39,35.74,0.00,0.56,366.67,3.26,323.38,5.91
3705.,Sangal Papers,https://www.screener.in/company/516096/,516096,272.20,15.99,35.66,0.00,0.67,-26.37,42.61,-14.04,9.14
3706.,Sawaca Business,https://www.screener.in/company/531893/,531893,0.62,49.26,35.47,0.00,0.27,1250.00,17.05,8019.05,4.88
3707.,Comfort Comtrade,https://www.screener.in/company/534691/,534691,35.27,1.44,35.34,1.42,7.19,6436.36,9.81,97.38,54.68
3708.,Panjon,https://www.screener.in/company/526345/,526345,20.54,220.38,35.26,0.00,0.03,50.00,2.09,68.55,1.37
3709.,Virtual Global,https://www.screener.in/company/534741/consolidated/,534741,0.83,,35.16,0.00,-0.04,-150.00,0.00,,-2.80
3710.,Manbro Indust.,https://www.screener.in/company/512595/,512595,701.10,219.56,35.13,0.00,-0.14,-133.33,1.23,,700.00
3711.,SP Refractories,https://www.screener.in/company/SPRL/,SPRL,196.30,22.52,35.13,0.00,0.81,,14.88,,17.60
3712.,Spenta Intl.,https://www.screener.in/company/526161/,526161,127.00,28.09,35.11,0.79,-0.08,63.64,10.29,7.08,6.81
3713.,Greencrest Finan,https://www.screener.in/company/531737/,531737,0.96,11.98,35.09,0.00,2.77,138.79,21.47,211.16,4.27
3714.,Veer Energy,https://www.screener.in/company/503657/,503657,23.43,73.04,35.06,0.00,0.24,-41.46,1.03,28.75,0.97
3715.,Platinumone Bus.,https://www.screener.in/company/543352/,543352,221.00,23.79,34.97,0.90,0.62,,13.58,,13.79
3716.,Bombay Wire,https://www.screener.in/company/504648/,504648,65.40,,34.92,0.00,-0.14,-75.00,0.00,,-6.18
3717.,S R G Securities,https://www.screener.in/company/536710/,536710,64.89,74.21,34.88,0.00,0.28,,0.75,,4.37
3718.,MASK INVESTMENTS,https://www.screener.in/company/MASKINVEST/,MASKINVEST,114.28,1162.33,34.87,0.00,-0.01,50.00,0.04,0.00,0.04
3719.,Onesource Ideas,https://www.screener.in/company/530805/,530805,11.32,290.08,34.81,0.00,0.11,175.00,4.33,10725.00,1.20
3720.,Ace Integrated,https://www.screener.in/company/ACEINTEG/,ACEINTEG,34.11,79.07,34.79,0.00,0.05,66.67,2.52,60.51,2.06
3721.,Benchmark Comp.,https://www.screener.in/company/544052/,544052,50.65,15.95,34.77,0.00,1.26,,21.64,,14.24
3722.,K-Lifestyle,https://www.screener.in/company/514221/,514221,0.34,,34.76,0.00,-1.13,82.40,0.92,-65.54,-5.85
3723.,Bhaskar Agrochem,https://www.screener.in/company/524534/,524534,66.70,17.46,34.75,0.00,-1.78,12.32,11.66,59.07,14.69
3724.,Gautam Gems,https://www.screener.in/company/540936/,540936,8.47,66.54,34.60,0.00,0.06,-84.62,25.91,-4.46,2.04
3725.,Roni Households,https://www.screener.in/company/542145/,542145,60.19,59.64,34.59,0.00,0.58,,4.72,,6.06
3726.,Modern Steels,https://www.screener.in/company/513303/,513303,25.13,38.85,34.58,0.00,-0.03,91.43,0.00,,4.39
3727.,Zenith Fibres,https://www.screener.in/company/514266/,514266,87.48,15.90,34.50,1.14,0.53,265.62,10.31,84.44,3.34
3728.,Sai Swami Metals,https://www.screener.in/company/544170/consolidated/,544170,52.03,15.94,34.43,0.00,1.18,,13.92,,34.03
3729.,Sadhna Broadcast,https://www.screener.in/company/540821/,540821,3.43,114.63,34.39,0.00,0.07,-56.25,2.87,-29.14,3.15
3730.,Maks Energy,https://www.screener.in/company/MAKS/,MAKS,49.45,57.15,34.29,0.00,0.08,,35.38,,9.16
3731.,Pentokey Organy,https://www.screener.in/company/524210/,524210,54.50,68.34,34.17,0.00,0.05,-88.37,0.00,-100.00,10.09
3732.,Stanrose Mafat.,https://www.screener.in/company/506105/consolidated/,506105,86.00,,34.14,0.00,-0.22,-269.23,0.63,-40.00,-3.85
3733.,Deep Diamond,https://www.screener.in/company/539559/,539559,10.65,97.37,34.08,0.00,0.29,70.59,0.51,70.00,4.03
3734.,A F Enterprises,https://www.screener.in/company/538351/consolidated/,538351,16.80,3398.00,33.98,0.00,-0.38,60.42,1.44,23.08,-1.67
3735.,Rithwik Facility,https://www.screener.in/company/540843/,540843,111.00,12.87,33.97,0.90,1.15,,17.15,,18.95
3736.,S P Capital Fin.,https://www.screener.in/company/530289/,530289,56.50,42.99,33.96,3.10,0.29,262.50,0.95,93.88,3.17
3737.,COSYN,https://www.screener.in/company/538922/,538922,45.20,27.79,33.90,0.00,0.04,103.51,3.43,10.29,2.08
3738.,Parshwanath Corp,https://www.screener.in/company/511176/,511176,108.25,55.57,33.90,0.00,0.31,133.33,0.33,73.68,4.20
3739.,Piotex,https://www.screener.in/company/544178/,544178,66.25,11.23,33.81,0.00,,,,,38.89
3740.,MPIL Corporation,https://www.screener.in/company/500450/,500450,591.90,,33.74,0.15,0.06,500.00,0.02,0.00,-1.21
3741.,Daulat Securitie,https://www.screener.in/company/530171/,530171,67.00,5.14,33.50,0.00,3.75,413.70,4.01,366.28,25.21
3742.,Nagreeka Cap.,https://www.screener.in/company/NAGREEKCAP/,NAGREEKCAP,26.50,2.04,33.44,0.00,4.37,228.57,22.10,63.10,32.37
3743.,Invigorated Bus.,https://www.screener.in/company/511716/,511716,8.29,,33.37,0.00,0.08,214.29,0.00,,
3744.,Munoth Fin.Serv.,https://www.screener.in/company/531821/,531821,64.90,1668.00,33.36,0.00,-0.04,-130.77,0.14,-48.15,1.71
3745.,Sabar Flex India,https://www.screener.in/company/SABAR/,SABAR,19.30,7.67,33.29,0.00,2.72,,88.04,,18.33
3746.,Tejassvi Aaharam,https://www.screener.in/company/531628/,531628,47.51,,33.26,0.00,-0.19,13.64,0.00,,
3747.,Sover. Diamonds,https://www.screener.in/company/523826/,523826,57.42,32.92,33.25,0.00,-0.06,-119.35,5.68,-5.65,10.71
3748.,Suumaya Indust.,https://www.screener.in/company/SUULD/consolidated/,SUULD,4.93,,33.20,0.00,-862.42,-3784.23,15.66,80.62,-6.12
3749.,California Soft.,https://www.screener.in/company/CALSOFT/consolidated/,CALSOFT,21.45,57.17,33.16,0.00,0.17,-19.05,1.08,10.20,4.42
3750.,Blue Chip India,https://www.screener.in/company/BLUECHIP/,BLUECHIP,5.99,,33.13,0.00,-0.04,63.64,0.00,,-3.52
3751.,Polysil Irrigati,https://www.screener.in/company/POLYSIL/,POLYSIL,29.20,16.00,33.12,0.00,0.87,,34.08,,13.63
3752.,Advance Lifes.,https://www.screener.in/company/521048/,521048,53.16,28.78,33.10,0.00,1.02,537.50,0.00,,5.00
3753.,MRC Agrotech,https://www.screener.in/company/540809/,540809,16.13,,33.05,0.00,0.07,-82.05,2.58,-9.15,0.07
3754.,Heads UP Venture,https://www.screener.in/company/HEADSUP/,HEADSUP,14.96,,33.04,0.00,-0.23,73.26,0.00,-100.00,-26.86
3755.,Associated,https://www.screener.in/company/544183/,544183,244.00,32.66,32.99,0.00,,,,,170.00
3756.,Marinetrans Indi,https://www.screener.in/company/MARINETRAN/consolidated/,MARINETRAN,25.90,103.00,32.96,0.00,-0.14,,64.24,,5.75
3757.,RKD Agri,https://www.screener.in/company/511169/,511169,7.13,659.00,32.95,0.00,0.00,-100.00,0.45,-16.67,2.05
3758.,Excellent Wires,https://www.screener.in/company/EXCELLENT/,EXCELLENT,73.70,39.69,32.94,0.00,,,,,32.44
3759.,TCM,https://www.screener.in/company/524156/consolidated/,524156,44.02,,32.92,0.00,-1.09,-46.27,5.28,-27.57,-7.04
3760.,Vikas Wsp,https://www.screener.in/company/519307/,519307,1.61,,32.91,0.00,-8.77,-0.57,0.00,,-3.13
3761.,Kaushalya Infra.,https://www.screener.in/company/KAUSHALYA/consolidated/,KAUSHALYA,950.00,2.39,32.90,0.00,-0.22,-120.75,0.02,0.00,24.59
3762.,Vedant Asset,https://www.screener.in/company/543623/,543623,119.02,136.96,32.87,0.00,0.12,,1.43,,6.03
3763.,Tijaria Polypipe,https://www.screener.in/company/TIJARIA/,TIJARIA,11.45,,32.78,0.00,-0.62,27.06,0.00,-100.00,-5.88
3764.,Kapil Cotex,https://www.screener.in/company/512036/,512036,170.75,17.97,32.70,0.00,0.25,933.33,0.00,,0.14
3765.,Lex Nimble Solu.,https://www.screener.in/company/541196/,541196,78.00,38.00,32.68,0.00,0.46,,1.57,,7.57
3766.,JHS Svend.Retail,https://www.screener.in/company/RETAIL/,RETAIL,50.13,141.78,32.61,0.00,0.10,122.73,3.47,11.22,7.92
3767.,Veejay Lak. Eng.,https://www.screener.in/company/522267/consolidated/,522267,64.08,,32.49,0.00,-1.72,33.07,15.99,-14.95,-4.46
3768.,Rodium Realty,https://www.screener.in/company/531822/consolidated/,531822,100.01,,32.48,0.00,-2.83,-875.86,8.91,41.65,5.13
3769.,Jaihind Synth,https://www.screener.in/company/514312/,514312,37.99,811.75,32.47,0.00,0.00,100.00,0.01,0.00,0.19
3770.,Shahi Shipping,https://www.screener.in/company/526508/,526508,22.38,11.07,32.43,0.00,0.28,566.67,3.06,21.91,24.99
3771.,Vanta Bioscience,https://www.screener.in/company/540729/consolidated/,540729,51.23,,32.34,0.00,-1.78,,3.55,,-4.16
3772.,Adarsh Plant,https://www.screener.in/company/526711/,526711,32.59,134.58,32.30,0.00,-0.17,-312.50,4.06,6.01,11.71
3773.,Shubham Polyspin,https://www.screener.in/company/542019/,542019,26.64,37.11,32.29,0.00,0.17,0.00,11.28,7.43,8.41
3774.,Global Cap.Mkt.,https://www.screener.in/company/530263/,530263,0.81,54.68,32.26,0.00,0.46,483.33,1.96,600.00,0.02
3775.,Amco India,https://www.screener.in/company/530133/,530133,78.36,25.77,32.21,0.00,0.47,840.00,23.45,-20.51,3.29
3776.,Bluechip Tex Ind,https://www.screener.in/company/506981/,506981,163.50,,32.21,0.61,-0.37,-202.78,68.12,11.25,3.29
3777.,KJMC Corporate,https://www.screener.in/company/532304/consolidated/,532304,81.91,12.76,32.16,0.00,0.70,45.83,2.60,23.81,6.45
3778.,Hiliks Technolog,https://www.screener.in/company/539697/,539697,53.56,94.53,32.14,0.00,0.10,152.63,1.05,3400.00,1.62
3779.,Inditrade Cap.,https://www.screener.in/company/532745/consolidated/,532745,13.72,11.57,32.04,0.00,0.21,-55.32,29.17,-34.45,8.87
3780.,Arrowhead Sepera,https://www.screener.in/company/544025/,544025,171.20,15.71,32.04,0.00,1.02,,11.85,,24.87
3781.,Amalgamated Elec,https://www.screener.in/company/501622/,501622,115.31,,32.02,0.00,-0.05,16.67,0.00,,
3782.,Net Avenue,https://www.screener.in/company/CBAZAAR/consolidated/,CBAZAAR,14.90,,31.97,0.00,-2.22,,12.85,,-37.72
3783.,Gayatri Highways,https://www.screener.in/company/GAYAHWS/consolidated/,GAYAHWS,1.33,,31.87,0.00,-74.93,-27.27,1.68,833.33,1.47
3784.,Impex Ferro Tech,https://www.screener.in/company/IMPEXFERRO/,IMPEXFERRO,3.62,,31.83,0.00,-3.53,12.84,0.55,-89.28,-260.88
3785.,Natural Biocon,https://www.screener.in/company/543207/,543207,12.34,81.59,31.82,0.00,0.10,100.00,0.99,266.67,1.85
3786.,Miven Mach. Tool,https://www.screener.in/company/522036/,522036,105.57,,31.71,0.00,-0.16,11.11,0.00,-100.00,
3787.,A G Universal,https://www.screener.in/company/AGUL/,AGUL,57.70,17.01,31.64,0.00,1.20,,38.29,,14.20
3788.,TTI Enterprise,https://www.screener.in/company/538597/,538597,12.43,39.48,31.58,0.00,0.57,258.33,0.71,184.00,1.06
3789.,Lakhotia Poly.,https://www.screener.in/company/535387/,535387,30.09,,31.52,0.00,-0.18,-172.00,0.36,-87.63,5.67
3790.,Danube Industrie,https://www.screener.in/company/540361/,540361,5.25,38.89,31.50,0.00,0.22,-42.11,19.51,20.88,9.03
3791.,Purshottam Inves,https://www.screener.in/company/538647/,538647,50.00,3.03,31.42,0.00,-0.11,-114.10,26.96,7.75,16.85
3792.,Swojas Energy,https://www.screener.in/company/530217/,530217,10.14,1046.33,31.39,0.00,-0.02,,0.00,,1.70
3793.,Madhusudan Inds.,https://www.screener.in/company/515059/,515059,58.29,9.83,31.36,0.00,3.07,39.55,0.31,3.33,11.24
3794.,Visagar Polytex,https://www.screener.in/company/VIVIDHA/,VIVIDHA,1.07,,31.32,0.00,-0.45,25.00,0.00,,-85.95
3795.,Boss Packaging,https://www.screener.in/company/BOSS/,BOSS,70.45,31.01,31.32,0.00,,,,,41.38
3796.,Antarctica,https://www.screener.in/company/ANTGRAPHIC/,ANTGRAPHIC,2.02,,31.31,0.00,-0.23,-187.50,0.14,-17.65,-2.42
3797.,Sagar Diamonds,https://www.screener.in/company/540715/,540715,24.74,,31.28,0.00,-77.29,,0.00,,27.90
3798.,Narendra Prop.,https://www.screener.in/company/531416/,531416,43.97,20.84,31.26,2.27,-0.07,-110.45,0.00,-100.00,8.11
3799.,Konark Synth,https://www.screener.in/company/514128/consolidated/,514128,53.79,32.89,31.25,0.00,-0.24,52.43,5.02,-46.37,8.15
3800.,Epuja Spiritech,https://www.screener.in/company/532092/,532092,4.02,,31.20,0.00,-0.41,-241.67,0.15,0.00,-5.38
3801.,Chennai Meena,https://www.screener.in/company/523489/,523489,41.77,,31.20,0.00,-0.38,-2000.00,8.75,-3.53,11.08
3802.,Dynamic Industri,https://www.screener.in/company/524818/,524818,102.87,89.06,31.17,0.49,0.47,361.11,18.06,145.05,0.04
3803.,N K Industries,https://www.screener.in/company/NKIND/consolidated/,NKIND,51.69,,31.07,0.00,0.09,113.24,4.38,-10.25,
3804.,BAMPSL Sec.,https://www.screener.in/company/531591/,531591,9.11,64.60,31.01,0.00,0.03,150.00,6.75,59.57,1.29
3805.,Pasupati Spinng.,https://www.screener.in/company/503092/,503092,33.00,79.03,30.82,0.00,-0.18,-1000.00,23.06,-17.73,7.07
3806.,Nag. Agri Tech.,https://www.screener.in/company/531832/,531832,32.84,,30.77,0.00,-0.08,88.41,0.01,-97.83,-9.22
3807.,Markobenz Ventur,https://www.screener.in/company/514060/,514060,16.01,11.22,30.74,0.00,0.60,2100.00,15.07,,
3808.,Goldline Intl.,https://www.screener.in/company/538180/,538180,0.59,279.45,30.74,0.00,0.02,300.00,0.23,27.78,0.13
3809.,Bangalore Fort,https://www.screener.in/company/539120/,539120,64.00,73.14,30.72,0.31,0.08,700.00,10.75,134.20,9.60
3810.,Indo Cotspin,https://www.screener.in/company/538838/,538838,42.99,255.83,30.70,0.00,0.10,150.00,3.07,-5.25,1.16
3811.,KK Shah Hospital,https://www.screener.in/company/544013/,544013,45.00,50.23,30.64,1.11,0.37,,3.49,,7.30
3812.,Mansi Fin.(Chen),https://www.screener.in/company/511758/,511758,86.65,14.78,30.59,0.00,0.58,-1.69,1.71,-5.52,8.89
3813.,Maris Spinners,https://www.screener.in/company/531503/,531503,37.38,,30.55,0.00,-0.68,80.63,41.42,-9.86,-4.26
3814.,SSPDL Ltd,https://www.screener.in/company/530821/consolidated/,530821,23.63,,30.55,0.00,-1.04,11.11,0.59,-93.95,-1.96
3815.,Cil Securities,https://www.screener.in/company/530829/,530829,61.01,10.14,30.51,0.00,0.50,35.14,2.55,25.62,14.92
3816.,Cargotrans Marit,https://www.screener.in/company/543618/,543618,74.50,16.80,30.40,0.00,0.58,,28.58,,18.72
3817.,Cargosol Logist.,https://www.screener.in/company/543621/consolidated/,543621,29.80,,30.40,0.00,-4.87,,52.43,,-5.55
3818.,Murae Organisor,https://www.screener.in/company/542724/,542724,1.23,,30.39,0.00,-0.24,14.29,0.23,-86.55,0.79
3819.,Intec Capital,https://www.screener.in/company/526871/consolidated/,526871,16.50,,30.30,0.00,-1.32,75.00,0.01,-99.03,-9.41
3820.,Technopack Poly.,https://www.screener.in/company/543656/,543656,56.00,30.24,30.24,0.00,0.13,,5.57,,8.35
3821.,Shubhlaxmi Jewel,https://www.screener.in/company/SHUBHLAXMI/,SHUBHLAXMI,34.30,24.16,30.20,0.00,0.29,,41.64,,9.44
3822.,V R Films & Stud,https://www.screener.in/company/542654/,542654,27.50,,30.18,0.00,-0.85,33.07,2.31,49.03,-0.23
3823.,Best Eastern Hot,https://www.screener.in/company/508664/,508664,17.90,251.33,30.16,0.00,0.19,-5.00,1.86,-2.62,10.00
3824.,Sharma E I Hosp.,https://www.screener.in/company/524548/,524548,91.65,37.11,30.06,0.00,0.25,150.00,6.72,21.96,-18.61
3825.,Rajkamal Synth.,https://www.screener.in/company/514028/,514028,46.22,125.17,30.04,0.00,0.16,128.57,0.55,358.33,94.12
3826.,Abirami Fin.,https://www.screener.in/company/511756/,511756,55.57,20.01,30.01,4.50,0.22,29.41,0.00,,5.12
3827.,Olympia Industri,https://www.screener.in/company/521105/,521105,49.62,33.21,29.89,0.00,0.29,61.11,74.98,102.70,5.90
3828.,Risa Internatio.,https://www.screener.in/company/530251/,530251,1.87,,29.83,0.00,-0.12,-71.43,0.00,,-104.18
3829.,Choksi Imaging,https://www.screener.in/company/530427/,530427,76.44,,29.81,0.00,0.36,1300.00,1.37,242.50,-6.34
3830.,Frontier Capital,https://www.screener.in/company/508980/,508980,17.77,248.25,29.79,0.00,0.03,50.00,0.14,133.33,4.46
3831.,Jainex Aamcol,https://www.screener.in/company/505212/,505212,198.40,32.00,29.76,0.00,0.33,512.50,5.80,28.32,10.78
3832.,EP Biocomposites,https://www.screener.in/company/543595/,543595,176.70,25.83,29.71,0.00,0.93,,7.04,,15.30
3833.,Lerthai Finance,https://www.screener.in/company/502250/,502250,424.20,40.12,29.69,0.00,-0.04,-100.00,0.00,,9.94
3834.,Steel Strips Inf,https://www.screener.in/company/513173/consolidated/,513173,34.29,13.47,29.63,0.00,-2.18,-110.31,0.31,14.81,32.71
3835.,Scarnose Inter.,https://www.screener.in/company/543537/,543537,93.96,2960.00,29.60,0.00,0.05,,0.41,,0.10
3836.,Zenith Health,https://www.screener.in/company/530665/,530665,5.48,327.22,29.45,0.00,0.16,-38.46,2.57,-36.86,3.98
3837.,Quality Foils,https://www.screener.in/company/QFIL/,QFIL,103.05,21.95,29.41,0.00,0.68,,73.49,,6.82
3838.,Cyber Media Res.,https://www.screener.in/company/CMRSL/consolidated/,CMRSL,100.30,7.06,29.37,1.99,0.62,8.77,18.06,0.06,30.22
3839.,Salguti Industri,https://www.screener.in/company/526554/,526554,38.94,,29.36,0.00,0.14,100.00,17.93,-25.97,6.01
3840.,Cont. Securities,https://www.screener.in/company/538868/,538868,11.17,31.19,29.32,0.00,0.35,105.88,0.65,75.68,11.51
3841.,Quadpro ITeS,https://www.screener.in/company/QUADPRO/,QUADPRO,5.80,36.20,29.32,0.00,0.67,,4.89,,6.38
3842.,Colorchips New,https://www.screener.in/company/540023/,540023,17.22,,29.29,0.00,-8.97,42.86,0.25,150.00,-2.77
3843.,Brisk Technovisi,https://www.screener.in/company/544101/,544101,146.00,14.60,29.20,1.37,0.48,,11.19,,46.11
3844.,Interworld Digi.,https://www.screener.in/company/532072/,532072,0.61,,29.18,0.00,-0.05,-25.00,0.01,-50.00,-0.24
3845.,B.C. Power,https://www.screener.in/company/BCP/,BCP,4.18,243.17,29.18,0.00,0.45,-56.73,20.37,-29.02,4.88
3846.,Kizi Apparels,https://www.screener.in/company/544221/,544221,36.90,40.07,28.85,0.00,,,,,28.65
3847.,Franklin Leasing,https://www.screener.in/company/539839/,539839,18.22,151.37,28.76,0.00,0.39,,5.89,,0.34
3848.,Inducto Steel,https://www.screener.in/company/532001/,532001,71.50,,28.74,0.00,-0.92,-31.43,38.65,117.87,7.27
3849.,Ranjeet Mechatr.,https://www.screener.in/company/541945/,541945,28.64,220.31,28.64,0.00,0.00,-58.75,11.76,-0.04,5.42
3850.,Sinnar Bidi Udy.,https://www.screener.in/company/509887/,509887,715.05,,28.60,0.00,-0.14,-566.67,1.31,52.33,-0.91
3851.,H. S. India,https://www.screener.in/company/532145/,532145,17.61,15.89,28.60,0.00,0.10,127.78,6.19,7.28,6.90
3852.,Winsome Yarns,https://www.screener.in/company/WINSOME/,WINSOME,4.04,,28.57,0.00,-3.17,73.78,7.70,-19.62,-16.35
3853.,Octaware Tech.,https://www.screener.in/company/540416/consolidated/,540416,79.39,,28.51,0.00,-1.47,,8.42,,-9.78
