No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
2560,WAVS,Western Acquisition Ventures Corp.,37.25M,10.65,0.19%,-
2561,SNT,Senstar Technologies Corporation,37.25M,1.6,1.13%,33.72M
2562,MCAG,Mountain Crest Acquisition Corp. V,37.12M,11.18,0.09%,-
2563,WTMA,Welsbach Technology Metals Acquisition Corp.,37.07M,11.11,-0.22%,-
2564,XOS,"Xos, Inc.",36.98M,4.62,-,63.77M
2565,HUIZ,Huize Holding Limited,36.95M,0.75,4.93%,154.36M
2566,BNAI,"Brand Engagement Network, Inc.",36.92M,1.02,2.56%,85.00K
2567,SYPR,"Sypris Solutions, Inc.",36.76M,1.6,-0.62%,139.39M
2568,PBBK,"PB Bankshares, Inc.",36.69M,15.55,-0.10%,11.90M
2569,CENN,Cenntro Inc.,36.22M,1.18,1.29%,26.08M
2570,JRSH,"Jerash Holdings (US), Inc.",36.15M,2.94,-0.68%,123.39M
2571,RDI,"Reading International, Inc.",36.11M,1.61,-,203.74M
2572,MOVE,Movano Inc.,35.89M,0.36,0.03%,852.00K
2573,SURG,"SurgePays, Inc.",35.64M,1.81,4.94%,112.99M
2574,POCI,"Precision Optics Corporation, Inc.",35.62M,5.61,-8.63%,19.41M
2575,ELEV,"Elevation Oncology, Inc.",35.45M,0.6,4.24%,-
2576,VSTE,Vast Renewables Limited,35.37M,1.18,-1.67%,342.00K
2577,GBNY,"Generations Bancorp NY, Inc.",35.27M,15.73,0.21%,9.06M
2578,GDC,GD Culture Group Limited,35.22M,3.61,4.34%,-150.00K
2579,GROW,"U.S. Global Investors, Inc.",35.16M,2.57,-0.39%,10.98M
2580,LINK,"Interlink Electronics, Inc.",35.02M,3.55,-,12.64M
2581,TTOO,"T2 Biosystems, Inc.",34.96M,2,1.01%,7.16M
2582,TLF,"Tandy Leather Factory, Inc.",34.87M,4.14,-0.96%,74.95M
2583,FFIE,Faraday Future Intelligent Electric Inc.,34.75M,2.81,-6.76%,1.08M
2584,AKTX,"Akari Therapeutics, Plc",34.67M,2.9,-7.33%,-
2585,ENLV,Enlivex Therapeutics Ltd.,34.46M,1.65,3.12%,-
2586,OKYO,OKYO Pharma Limited,34.34M,1.02,1.50%,-
2587,TPST,"Tempest Therapeutics, Inc.",34.28M,1.36,4.62%,-
2588,AAME,Atlantic American Corporation,34.27M,1.68,4.35%,186.00M
2589,SCOR,"comScore, Inc.",34.23M,7,-1.96%,358.73M
2590,ARQQ,Arqit Quantum Inc.,34.11M,5,-10.71%,740.00K
2591,NSYS,Nortech Systems Incorporated,34.06M,12.33,2.41%,137.53M
2592,OCUP,"Ocuphire Pharma, Inc.",33.80M,1.29,-0.77%,16.45M
2593,QNCX,"Quince Therapeutics, Inc.",33.76M,0.78,-0.17%,-
2594,OCEA,"Ocean Biomedical, Inc.",33.57M,0.97,4.18%,-
2595,XBP,"XBP Europe Holdings, Inc.",33.52M,1.11,5.84%,157.86M
2596,DFLI,Dragonfly Energy Holdings Corp.,33.31M,0.53,2.56%,52.04M
2597,TURN,180 Degree Capital Corp.,33.30M,3.33,0.45%,129.30K
2598,RAY,Raytech Holding Limited,33.29M,1.89,2.16%,8.56M
2599,ELBM,Electra Battery Materials Corporation,33.14M,0.58,-4.01%,-
2600,ICLK,iClick Interactive Asia Group Limited,33.06M,3.26,-1.81%,133.22M
2601,APWC,Asia Pacific Wire & Cable Corporation Limited,32.99M,1.6,1.27%,446.62M
2602,SRZN,"Surrozen, Inc.",32.86M,10.25,-0.77%,-
2603,STI,Solidion Technology Inc.,32.79M,0.35,-3.06%,6.64K
2604,XLO,"Xilio Therapeutics, Inc.",32.53M,0.74,-1.58%,2.36M
2605,AIEV,"Thunder Power Holdings, Inc.",32.40M,0.46,-4.76%,-
2606,IXHL,Incannex Healthcare Inc.,32.38M,2.04,-0.49%,661.15K
2607,HUDI,"Huadi International Group Co., Ltd.",32.23M,2.26,-3.00%,83.46M
2608,NTWK,"NetSol Technologies, Inc.",32.16M,2.82,-1.05%,58.73M
2609,ASPS,Altisource Portfolio Solutions S.A.,32.13M,1.19,5.80%,148.96M
2610,MIND,"MIND Technology, Inc.",32.10M,4.01,3.86%,38.07M
2611,LUMO,"Lumos Pharma, Inc.",32.09M,3.95,2.86%,1.49M
2612,INTG,The InterGroup Corporation,32.04M,14.65,0.14%,57.70M
2613,CUE,"Cue Biopharma, Inc.",32.00M,0.66,44.88%,8.30M
2614,VTVT,vTv Therapeutics Inc.,31.94M,13.13,-1.65%,1.00M
2615,SMXT,"SolarMax Technology, Inc.",31.89M,0.71,-0.24%,36.74M
2616,DRIO,DarioHealth Corp.,31.83M,1.06,9.28%,19.15M
2617,MOBX,"Mobix Labs, Inc.",31.81M,1.04,-3.70%,3.92M
2618,HOLO,MicroCloud Hologram Inc.,31.69M,0.29,-0.03%,32.24M
2619,ANTX,"AN2 Therapeutics, Inc.",31.67M,1.06,0.61%,-
2620,FTEK,"Fuel Tech, Inc.",31.63M,1.03,-,26.33M
2621,PLUR,Pluri Inc.,31.62M,5.78,-0.34%,326.00K
2622,CRIS,"Curis, Inc.",31.54M,5.28,4.02%,10.16M
2623,USEG,U.S. Energy Corp.,31.42M,1.12,7.69%,25.74M
2624,BNR,Burning Rock Biotech Limited,31.39M,3.06,-7.55%,70.15M
2625,ACST,Acasti Pharma Inc.,31.33M,3.09,0.65%,-
2626,DYAI,"Dyadic International, Inc.",31.25M,1.06,-2.30%,1.80M
2627,XTLB,XTL Biopharmaceuticals Ltd.,31.13M,2.46,-0.40%,-
2628,NMTC,NeuroOne Medical Technologies Corporation,31.12M,1.01,3.13%,3.92M
2629,OM,"Outset Medical, Inc.",30.96M,0.59,12.68%,116.43M
2630,DRCT,"Direct Digital Holdings, Inc.",30.92M,2.16,-0.24%,157.11M
2631,ACXP,"Acurx Pharmaceuticals, Inc.",30.87M,1.9,-3.55%,-
2632,CLNN,Clene Inc.,30.67M,4.74,3.72%,442.00K
2633,IZM,ICZOOM Group Inc.,30.36M,2.76,4.15%,181.92M
2634,HYFM,"Hydrofarm Holdings Group, Inc.",30.36M,0.66,-1.21%,210.32M
2635,GTEC,Greenland Technologies Holding Corporation,30.32M,2.23,-,90.36M
2636,MKTW,"MarketWise, Inc.",30.31M,0.69,-0.38%,432.34M
2637,RAVE,"Rave Restaurant Group, Inc.",30.19M,2.07,-1.43%,12.15M
2638,PMEC,Primech Holdings Ltd.,30.06M,0.79,2.92%,72.52M
2639,MLEC,Moolec Science SA,30.05M,0.8,-1.92%,5.01M
2640,ICCM,IceCure Medical Ltd,29.80M,0.6,-1.34%,3.34M
2641,GTIM,Good Times Restaurants Inc.,29.57M,2.75,-1.08%,140.81M
2642,IRIX,IRIDEX Corporation,29.53M,1.78,-1.39%,49.70M
2643,TPCS,TechPrecision Corporation,29.52M,3.07,-1.33%,31.59M
2644,INKT,"MiNK Therapeutics, Inc.",29.26M,0.74,-2.63%,-
2645,MOGO,Mogo Inc.,29.20M,1.2,-0.42%,30.11M
2646,EQ,"Equillium, Inc.",29.09M,0.82,3.96%,42.62M
2647,LGVN,Longeveron Inc.,29.01M,2.02,2.54%,1.23M
2648,CHR,"Cheer Holding, Inc.",29.01M,2.82,7.63%,155.95M
2649,CNTM,"ConnectM Technology Solutions, Inc.",29.00M,1.17,-5.31%,20.10M
2650,QOMO,Qomolangma Acquisition Corp.,28.88M,11.55,-1.70%,-
2651,EVTV,"Envirotech Vehicles, Inc.",28.72M,1.83,-4.19%,1.83M
2652,MSS,Maison Solutions Inc.,28.55M,1.45,11.81%,73.94M
2653,PXDT,"Pixie Dust Technologies, Inc.",28.55M,1.92,-13.90%,6.31M
2654,FGF,Fundamental Global Inc.,28.54M,1,0.96%,33.50M
2655,BTM,Bitcoin Depot Inc.,28.37M,1.59,-2.45%,629.50M
2656,MTEN,Mingteng International Corporation Inc.,28.37M,4.57,1.33%,8.16M
2657,UTSI,UTStarcom Holdings Corp.,28.31M,3,-,14.96M
2658,ISPO,Inspirato Incorporated,28.17M,4,5.26%,300.94M
2659,KIRK,"Kirkland's, Inc.",28.06M,2.14,4.90%,460.35M
2660,ICCC,ImmuCell Corporation,28.04M,3.58,-0.83%,23.22M
2661,NRBO,"NeuroBo Pharmaceuticals, Inc.",28.01M,3.3,0.31%,-
2662,SHFS,"SHF Holdings, Inc.",27.99M,0.51,-4.70%,16.72M
2663,PALT,"Paltalk, Inc.",27.85M,3.02,-1.47%,10.28M
2664,BIAF,"bioAffinity Technologies, Inc.",27.72M,2.06,4.31%,7.32M
2665,EPOW,"Sunrise New Energy Co., Ltd.",27.71M,1.06,-3.64%,45.05M
2666,OESX,"Orion Energy Systems, Inc.",27.61M,0.84,-0.81%,92.87M
2667,DARE,"Daré Bioscience, Inc.",27.61M,3.23,-0.77%,2.84M
2668,BSLK,"Bolt Projects Holdings, Inc.",27.43M,0.82,1.54%,3.44M
2669,MHUA,"Meihua International Medical Technologies Co., Ltd.",27.40M,1.05,2.94%,94.25M
2670,DTST,Data Storage Corporation,27.21M,3.89,4.01%,25.32M
2671,VYNE,VYNE Therapeutics Inc.,27.14M,1.84,-2.13%,486.00K
2672,LFWD,Lifeward Ltd.,27.11M,3.09,0.65%,23.28M
2673,BRLT,"Brilliant Earth Group, Inc.",26.89M,2.01,0.25%,441.26M
2674,GRYP,"Gryphon Digital Mining, Inc.",26.85M,0.66,8.51%,24.57M
2675,NXPL,NextPlat Corp,26.75M,1.41,-,66.40M
2676,SNAL,"Snail, Inc.",26.48M,0.72,-9.99%,73.27M
2677,NVNI,Nvni Group Limited,26.33M,0.92,0.55%,23.56M
2678,AQMS,"Aqua Metals, Inc.",26.16M,0.19,1.68%,25.00K
2679,CXAI,CXApp Inc.,26.03M,1.71,6.57%,7.07M
2680,AIFF,"Firefly Neuroscience, Inc.",25.73M,3.27,10.46%,64.00K
2681,MRKR,"Marker Therapeutics, Inc.",25.70M,2.88,4.73%,3.73M
2682,RNXT,"RenovoRx, Inc.",25.67M,1.07,4.90%,-
2683,NWGL,Nature Wood Group Limited,25.66M,1.55,-4.32%,25.46M
2684,EKSO,"Ekso Bionics Holdings, Inc.",25.62M,1.19,0.58%,18.16M
2685,MIGI,Mawson Infrastructure Group Inc.,25.60M,1.38,10.40%,57.23M
2686,IINN,Inspira Technologies Oxy B.H.N. Ltd.,25.53M,1.38,10.40%,-
2687,WAVE,Eco Wave Power Global AB (publ),25.53M,4.6,7.98%,306.00K
2688,TKLF,"Yoshitsu Co., Ltd",25.34M,0.6,4.37%,195.68M
2689,LPCN,Lipocine Inc.,24.92M,4.66,0.43%,4.80M
2690,BTAI,"BioXcel Therapeutics, Inc.",24.86M,0.61,14.19%,2.40M
2691,NRSN,NeuroSense Therapeutics Ltd.,24.86M,1.28,2.13%,-
2692,KALA,"KALA BIO, Inc.",24.83M,5.39,2.67%,-
2693,PYPD,PolyPid Ltd.,24.63M,3.62,-1.90%,-
2694,ZOOZ,ZOOZ Power Ltd.,24.55M,2.04,3.30%,506.66K
2695,CACO,Caravelle International Group,24.55M,0.44,-8.90%,95.26M
2696,RETO,"ReTo Eco-Solutions, Inc.",24.53M,1.28,-1.54%,3.24M
2697,MKDW,MKDWELL Tech Inc.,24.52M,1.27,-3.05%,-
2698,UBX,"Unity Biotechnology, Inc.",24.49M,1.45,0.94%,-
2699,FEMY,Femasys Inc.,24.46M,1.1,-2.65%,950.10K
2700,SDOT,Sadot Group Inc.,24.42M,0.43,5.37%,636.38M
2701,WETH,Wetouch Technology Inc.,24.40M,2.05,0.25%,40.61M
2702,ITRM,Iterum Therapeutics plc,24.07M,1.06,1.44%,-
2703,SWVL,Swvl Holdings Corp.,24.02M,2.82,-,22.85M
2704,JBDI,JBDI Holdings Limited,23.94M,1.21,-3.19%,10.32M
2705,ORGS,Orgenesis Inc.,23.90M,5.04,23.53%,662.00K
2706,LSTA,"Lisata Therapeutics, Inc.",23.88M,2.87,0.70%,-
2707,PSHG,Performance Shipping Inc.,23.87M,1.92,-0.01%,90.83M
2708,CMLS,Cumulus Media Inc.,23.80M,1.41,-4.42%,833.62M
2709,SOHO,Sotherly Hotels Inc.,23.79M,1.22,-0.81%,178.34M
2710,SABS,"SAB Biotherapeutics, Inc.",23.53M,2.55,-3.78%,2.78M
2711,BOLT,"Bolt Biotherapeutics, Inc.",23.42M,0.61,4.88%,11.17M
2712,JFU,9F Inc.,23.31M,1.98,50.00%,58.17M
2713,AACG,ATA Creativity Global,23.27M,0.74,4.20%,33.43M
2714,DAIO,Data I/O Corporation,23.23M,2.52,-2.52%,24.60M
2715,USEA,United Maritime Corporation,23.21M,2.58,-3.38%,46.28M
2716,KSCP,"Knightscope, Inc.",23.14M,7.57,11.49%,11.79M
2717,MNPR,Monopar Therapeutics Inc.,23.13M,6.57,12.52%,-
2718,ALTS,ALT5 Sigma Corporation,23.11M,1.81,1.70%,2.17M
2719,GAME,"GameSquare Holdings, Inc.",23.08M,0.74,-7.15%,84.16M
2720,CVV,CVD Equipment Corporation,23.05M,3.35,2.76%,21.61M
2721,BFRG,"Bullfrog AI Holdings, Inc.",22.92M,2.92,-1.35%,65.00K
2722,HUDA,Hudson Acquisition I Corp.,22.81M,12.55,-1.80%,-
2723,YHGJ,Yunhong Green CTI Ltd.,22.74M,0.88,-1.13%,17.94M
2724,STIM,"Neuronetics, Inc.",22.72M,0.75,-3.85%,72.07M
2725,SWAG,"Stran & Company, Inc.",22.70M,1.22,0.83%,75.89M
2726,TOI,"The Oncology Institute, Inc.",22.68M,0.3,0.37%,361.07M
2727,UCAR,U Power Limited,22.67M,6.71,1.36%,2.79M
2728,NVA,Nova Minerals Limited,22.66M,5.39,-,32.33K
2729,DALN,DallasNews Corporation,22.55M,4.21,-0.17%,131.65M
2730,HLP,Hongli Group Inc.,22.51M,1.67,-7.47%,14.05M
2731,WKHS,Workhorse Group Inc.,22.39M,0.92,6.15%,9.62M
2732,BCTX,BriaCell Therapeutics Corp.,22.34M,0.88,23.71%,-
2733,CMMB,Chemomab Therapeutics Ltd.,22.26M,1.55,-1.29%,-
2734,WHLM,"Wilhelmina International, Inc.",22.15M,4.3,-2.61%,17.00M
2735,KFFB,Kentucky First Federal Bancorp,22.13M,2.73,1.22%,7.22M
2736,BHAT,Blue Hat Interactive Entertainment Technology,22.13M,0.38,21.36%,73.69M
2737,MNDR,Mobile-health Network Solutions,22.09M,0.65,-4.47%,11.53M
2738,FPAY,"FlexShopper, Inc.",22.04M,1.02,1.19%,127.36M
2739,LRE,"Lead Real Estate Co., Ltd",21.99M,1.61,0.77%,118.41M
2740,DUOT,"Duos Technologies Group, Inc.",21.91M,2.73,3.72%,5.64M
2741,OCC,Optical Cable Corporation,21.78M,2.65,-2.93%,64.52M
2742,VSEE,"VSee Health, Inc.",21.75M,1.43,-5.63%,6.16M
2743,PIRS,"Pieris Pharmaceuticals, Inc.",21.63M,16.39,1.14%,20.87M
2744,NCNC,noco-noco Inc.,21.63M,0.12,-6.31%,-
2745,JZ,Jianzhi Education Technology Group Company Limited,21.48M,1.06,-9.05%,50.81M
2746,VINC,"Vincerx Pharma, Inc.",21.40M,0.69,-1.00%,-
2747,SEED,Origin Agritech Limited,21.39M,3.38,5.75%,16.52M
2748,ATER,"Aterian, Inc.",21.07M,2.95,0.85%,120.62M
2749,IBG,Innovation Beverage Group Limited,21.06M,2.51,-14.04%,3.15M
2750,MDAI,"Spectral AI, Inc.",21.04M,1.2,6.73%,22.53M
2751,GOVX,"GeoVax Labs, Inc.",20.79M,2.48,0.38%,300.68K
2752,GMM,Global Mofy AI Limited,20.70M,0.69,0.19%,33.99M
2753,PSIG,PS International Group Ltd.,20.60M,0.82,1.72%,140.02M
2754,ANY,Sphere 3D Corp.,20.60M,0.99,0.29%,25.03M
2755,RNLX,Renalytix Plc,20.57M,0.26,-1.01%,2.22M
2756,GORV,"Lazydays Holdings, Inc.",20.54M,1.45,0.69%,987.99M
2757,WLGS,"WANG & LEE GROUP, Inc.",20.50M,1.36,0.59%,6.83M
2758,GREE,Greenidge Generation Holdings Inc.,20.49M,1.92,-1.49%,72.91M
2759,CPSH,CPS Technologies Corporation,20.48M,1.41,-0.70%,23.98M
2760,COOT,Australian Oilseeds Holdings Limited,20.41M,0.86,-3.34%,-
2761,CYTH,"Cyclo Therapeutics, Inc.",20.26M,0.71,0.86%,1.13M
2762,MGIH,Millennium Group International Holdings Limited,19.97M,1.78,2.01%,43.08M
2763,CGBS,Crown LNG Holdings Limited,19.79M,0.28,0.86%,-
2764,FCUV,Focus Universal Inc.,19.77M,0.28,-1.20%,839.62K
2765,EDUC,Educational Development Corporation,19.74M,2.3,-2.95%,46.50M
2766,SLNH,"Soluna Holdings, Inc.",19.71M,3.43,-1.01%,38.14M
2767,HTCR,"HeartCore Enterprises, Inc.",19.62M,0.94,0.02%,17.13M
2768,BTCS,BTCS Inc.,19.50M,1.18,-0.84%,1.65M
2769,SAIH,SAIHEAT Limited,19.46M,0.79,3.95%,6.78M
2770,CCTG,CCSC Technology International Holdings Limited,19.46M,1.68,-0.59%,14.75M
2771,GSIW,Garden Stage Limited,19.37M,1.24,5.97%,1.41M
2772,HCWB,HCW Biologics Inc.,19.34M,0.51,2.22%,3.92M
2773,MEIP,"MEI Pharma, Inc.",19.27M,2.89,-0.26%,65.30M
2774,SLGL,Sol-Gel Technologies Ltd.,18.93M,0.68,1.30%,6.56M
2775,LSH,Lakeside Holding Limited,18.85M,2.6,4.00%,17.62M
2776,ILAG,Intelligent Living Application Group Inc.,18.78M,1.04,-,6.44M
2777,ONMD,OneMedNet Corporation,18.71M,0.6,-5.38%,1.02M
2778,NERV,"Minerva Neurosciences, Inc.",18.67M,2.67,-1.83%,-
2779,TXMD,"TherapeuticsMD, Inc.",18.67M,1.62,-1.88%,996.00K
2780,UBXG,U-BX Technology Ltd.,18.60M,0.69,1.58%,67.13M
2781,JVA,"Coffee Holding Co., Inc.",18.52M,3.25,-7.02%,76.11M
2782,BIOR,"Biora Therapeutics, Inc.",18.51M,0.51,-5.00%,860.00K
2783,EZFL,EZFill Holdings Inc.,18.45M,3.25,0.93%,25.85M
2784,BCLI,Brainstorm Cell Therapeutics Inc.,18.43M,0.23,-9.16%,-
2785,BANL,CBL International Limited,18.43M,0.67,-2.76%,521.17M
2786,NRXP,"NRx Pharmaceuticals, Inc.",18.38M,1.72,1.18%,-
2787,SPRB,"Spruce Biosciences, Inc.",18.18M,0.44,0.50%,9.57M
2788,ICU,SeaStar Medical Holding Corporation,18.15M,4.33,6.62%,-
2789,GDTC,CytoMed Therapeutics Limited,18.12M,1.57,3.97%,384.67K
2790,COCP,"Cocrystal Pharma, Inc.",18.04M,1.77,3.67%,-
2791,NEPH,"Nephros, Inc.",18.03M,1.71,-4.47%,13.77M
2792,IPA,ImmunoPrecise Antibodies Ltd.,18.01M,0.65,-2.42%,17.44M
2793,FLGC,Flora Growth Corp.,17.88M,1.34,5.51%,69.01M
2794,OMEX,"Odyssey Marine Exploration, Inc.",17.81M,0.86,-2.84%,761.11K
2795,ABTS,Abits Group Inc.,17.79M,0.5,2.10%,5.34M
2796,CPOP,"Pop Culture Group Co., Ltd",17.79M,1.19,-2.41%,31.30M
2797,GYRO,"Gyrodyne, LLC",17.70M,8.05,-,2.74M
2798,BBGI,"Beasley Broadcast Group, Inc.",17.62M,11.48,6.30%,240.68M
2799,XELB,"Xcel Brands, Inc.",17.60M,0.75,-0.15%,10.06M
2800,NXGL,"NEXGEL, Inc.",17.60M,2.6,-0.76%,5.01M
2801,TAIT,Taitron Components Incorporated,17.52M,2.91,0.69%,4.72M
2802,CPIX,Cumberland Pharmaceuticals Inc.,17.48M,1.24,0.81%,37.79M
2803,LIQT,"LiqTech International, Inc.",17.46M,3,1.01%,17.72M
2804,EVAX,Evaxion Biotech A/S,17.45M,3.13,2.31%,278.00K
2805,MIRA,"MIRA Pharmaceuticals, Inc.",17.44M,1.18,10.27%,-
2806,JYD,Jayud Global Logistics Limited,17.40M,0.82,8.67%,70.21M
2807,MMV,MultiMetaVerse Holdings Limited,17.39M,0.53,6.30%,9.01M
2808,SYBX,"Synlogic, Inc.",17.31M,1.48,-3.26%,3.17M
2809,JZXN,"Jiuzi Holdings, Inc.",17.28M,1.66,3.74%,7.60M
2810,JCTCF,Jewett-Cameron Trading Company Ltd.,17.24M,4.92,-,48.55M
2811,WVVI,"Willamette Valley Vineyards, Inc.",17.13M,3.45,-2.82%,39.24M
2812,EDTK,Skillful Craftsman Education Technology Limited,17.04M,1.07,-3.60%,2.00M
2813,HUBC,HUB Cyber Security Ltd.,16.93M,0.56,6.85%,42.66M
2814,LYRA,"Lyra Therapeutics, Inc.",16.92M,0.26,7.06%,1.82M
2815,ATHA,"Athira Pharma, Inc.",16.85M,0.44,4.75%,-
2816,ABVE,Above Food Ingredients Inc.,16.83M,0.59,1.72%,275.38M
2817,BNZI,"Banzai International, Inc.",16.83M,5.58,-8.22%,4.34M
2818,CNVS,Cineverse Corp.,16.81M,1.07,0.94%,45.28M
2819,CGTX,"Cognition Therapeutics, Inc.",16.78M,0.42,1.98%,-
2820,BOSC,B.O.S. Better Online Solutions Ltd.,16.76M,2.92,-0.17%,40.44M
2821,QMCO,Quantum Corporation,16.73M,3.49,7.06%,290.45M
2822,OXBR,Oxbridge Re Holdings Limited,16.61M,2.75,-2.45%,-8.37M
2823,PT,Pintec Technology Holdings Limited,16.59M,1.04,0.97%,7.43M
2824,IMRN,Immuron Limited,16.50M,2.71,-1.45%,3.27M
2825,SGMA,"SigmaTron International, Inc.",16.49M,2.7,-3.75%,360.53M
2826,GLBZ,Glen Burnie Bancorp,16.42M,5.66,-3.90%,11.58M
2827,XAIR,"Beyond Air, Inc.",16.28M,0.35,-7.70%,1.78M
2828,UGRO,"urban-gro, Inc.",16.26M,1.32,3.13%,70.32M
2829,COSM,Cosmos Health Inc.,16.14M,0.91,4.54%,56.45M
2830,GIGM,GigaMedia Limited,16.14M,1.46,8.15%,3.39M
2831,CARA,"Cara Therapeutics, Inc.",16.12M,0.29,2.08%,11.00M
2832,FMST,Foremost Lithium Resource & Technology Ltd.,16.12M,2.97,2.41%,-
2833,JDZG,JIADE Limited,16.07M,0.66,9.04%,2.20M
2834,CUTR,"Cutera, Inc.",15.98M,0.79,7.95%,169.19M
2835,CSCI,COSCIENS Biopharma Inc.,15.87M,3.72,-4.62%,4.92M
2836,TOMZ,"TOMI Environmental Solutions, Inc.",15.82M,0.79,-4.09%,7.13M
2837,CVKD,"Cadrenal Therapeutics, Inc.",15.74M,14.75,1.65%,-
2838,SUGP,SU Group Holdings Limited,15.69M,1.15,-2.54%,20.25M
2839,VRM,"Vroom, Inc.",15.69M,8.62,5.38%,900.45M
2840,VISL,"Vislink Technologies, Inc.",15.63M,6.34,-0.55%,32.55M
2841,ZKIN,"ZK International Group Co., Ltd.",15.58M,0.43,-2.00%,111.60M
2842,FLYE,"Fly-E Group, Inc.",15.49M,0.63,10.51%,32.24M
2843,NCRA,"Nocera, Inc.",15.41M,1.13,11.88%,26.40M
2844,MCVT,"Mill City Ventures III, Ltd.",15.32M,2.4,6.79%,3.25M
2845,WKEY,WISeKey International Holding AG,15.24M,2.2,3.77%,30.92M
2846,QTI,"QT Imaging Holdings, Inc.",15.22M,0.71,3.30%,3.11M
2847,CMCT,Creative Media & Community Trust Corporation,15.21M,0.65,-9.07%,126.53M
2848,TURB,"Turbo Energy, S.A.",15.20M,1.38,1.46%,14.53M
2849,MTEK,Maris-Tech Ltd.,15.09M,1.92,5.75%,6.97M
2850,HAO,Haoxi Health Technology Limited,15.03M,0.41,-2.88%,42.57M
2851,IMNN,"Imunon, Inc.",14.98M,1.04,2.98%,-
2852,LOBO,Lobo EV Technologies Ltd.,14.94M,1.92,-5.30%,15.47M
2853,RMCF,"Rocky Mountain Chocolate Factory, Inc.",14.88M,1.96,-2.00%,27.92M
2854,APRE,"Aprea Therapeutics, Inc.",14.87M,2.74,-6.23%,1.28M
2855,MRM,MEDIROM Healthcare Technologies Inc.,14.75M,3.02,-6.73%,48.44M
2856,CLRO,"ClearOne, Inc.",14.62M,0.61,-0.02%,14.97M
2857,APCX,AppTech Payments Corp.,14.54M,0.59,-4.08%,462.00K
2858,VRAR,"The Glimpse Group, Inc.",14.52M,0.8,-5.89%,9.99M
2859,DLPN,"Dolphin Entertainment, Inc.",14.44M,0.65,0.31%,48.89M
2860,MTEX,"Mannatech, Incorporated",14.39M,7.63,0.30%,122.38M
2861,APLM,"Apollomics, Inc.",14.38M,0.13,-1.65%,2.10M
2862,AYTU,"Aytu BioPharma, Inc.",14.33M,2.4,-16.23%,81.00M
2863,MBOT,Microbot Medical Inc.,14.24M,0.86,0.16%,-
2864,NKGN,"NKGen Biotech, Inc.",14.22M,0.4,1.72%,-
2865,LUCY,"Innovative Eyewear, Inc.",14.14M,9,3.33%,1.53M
2866,PMCB,"PharmaCyte Biotech, Inc.",14.13M,1.84,2.22%,-
2867,VRME,"VerifyMe, Inc.",14.12M,1.36,2.25%,25.43M
2868,TLPH,"Talphera, Inc.",14.11M,0.83,2.53%,398.00K
2869,GVP,"GSE Systems, Inc.",14.10M,4.06,-,44.79M
2870,SONM,"Sonim Technologies, Inc.",14.01M,2.9,-2.46%,69.29M
2871,STRR,"Star Equity Holdings, Inc.",13.99M,4.34,0.50%,47.15M
2872,SNSE,"Sensei Biotherapeutics, Inc.",13.97M,0.56,-0.09%,-
2873,STRM,"Streamline Health Solutions, Inc.",13.96M,0.23,0.52%,20.30M
2874,EDSA,"Edesa Biotech, Inc.",13.93M,4.29,-2.28%,-
2875,RMCO,Royalty Management Holding Corporation,13.88M,0.93,-,644.29K
2876,ELSE,"Electro-Sensors, Inc.",13.71M,4,-,8.83M
2877,AMIX,"Autonomix Medical, Inc.",13.64M,0.59,-1.10%,-
2878,HYZN,Hyzon Motors Inc.,13.62M,2.51,10.52%,10.59M
2879,EVGN,Evogene Ltd.,13.57M,2.7,2.47%,9.45M
2880,TCTM,TCTM Kids IT Education Inc.,13.56M,1.38,45.78%,193.94M
2881,VCIG,VCI Global Limited,13.53M,0.16,-0.96%,23.55M
2882,GSUN,Golden Sun Health Technology Group Limited,13.53M,6.83,11.06%,6.34M
2883,ASTC,Astrotech Corporation,13.51M,8.15,-1.09%,1.66M
2884,PMD,Psychemedics Corporation,13.51M,2.32,-0.43%,20.79M
2885,CWD,CaliberCos Inc.,13.50M,0.61,-3.98%,72.10M
2886,MDRR,"Medalist Diversified REIT, Inc.",13.44M,12.02,-,10.17M
2887,SPI,"SPI Energy Co., Ltd.",13.42M,0.42,9.32%,209.53M
2888,INAB,"IN8bio, Inc.",13.38M,0.29,0.32%,-
2889,ZPTA,Zapata Computing Holdings Inc.,13.37M,0.35,6.14%,5.96M
2890,XELA,"Exela Technologies, Inc.",13.30M,2.09,-3.69%,1.02B
2891,GCTK,"GlucoTrack, Inc.",13.30M,2.43,-0.08%,-
2892,INDP,"Indaptus Therapeutics, Inc.",13.26M,1.3,23.53%,-
2893,PEV,Phoenix Motor Inc.,13.11M,0.37,-3.56%,3.12M
2894,AEI,Alset Inc.,13.06M,1.41,29.27%,9.22M
2895,AWH,Aspira Women's Health Inc.,13.04M,0.81,-1.12%,8.92M
2896,HRYU,"Hanryu Holdings, Inc.",13.01M,0.25,-5.99%,794.17K
2897,INTJ,Intelligent Group Limited,12.99M,0.99,-5.71%,2.63M
2898,TSBX,Turnstone Biologics Corp.,12.93M,0.56,0.27%,-
2899,GLTO,"Galecto, Inc.",12.84M,11.84,1.68%,-
2900,BTOG,Bit Origin Ltd,12.84M,2.02,0.50%,7.09M
2901,ZEO,Zeo Energy Corp.,12.82M,2.21,1.31%,95.46M
2902,TRUG,"TruGolf Holdings, Inc.",12.82M,0.96,-3.27%,19.11M
