No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
1160,SLP,"Simulations Plus, Inc.",631.44M,31.56,1.58%,66.98M
1161,ATXS,"Astria Therapeutics, Inc.",630.27M,11.17,0.45%,-
1162,NBN,Northeast Bank,629.18M,76.5,-1.11%,152.68M
1163,XCH,XCHG Limited,628.82M,10.6,1.44%,42.28M
1164,KIDS,OrthoPediatrics Corp.,628.12M,25.94,-0.84%,175.07M
1165,IRMD,IRADIMED CORPORATION,626.77M,49.47,-0.02%,69.48M
1166,WRLD,World Acceptance Corporation,626.29M,114.14,0.63%,563.21M
1167,FNKO,"Funko, Inc.",624.30M,11.89,-1.66%,1.07B
1168,TRML,"Tourmaline Bio, Inc.",623.85M,24.33,-2.09%,-
1169,TRST,TrustCo Bank Corp NY,620.12M,32.48,-0.43%,172.19M
1170,FSBC,Five Star Bancorp,619.76M,29.07,0.14%,111.97M
1171,SMBC,"Southern Missouri Bancorp, Inc.",614.64M,54.5,-0.09%,160.73M
1172,CNDT,Conduent Incorporated,613.05M,3.78,-0.66%,3.63B
1173,IMXI,"International Money Express, Inc.",612.38M,18.78,0.27%,666.16M
1174,OTLY,Oatly Group AB,611.86M,1.03,0.49%,793.07M
1175,METC,"Ramaco Resources, Inc.",609.97M,11.63,2.65%,717.69M
1176,OSPN,OneSpan Inc.,607.07M,16.03,-0.56%,247.53M
1177,HSAI,Hesai Group,604.36M,4.74,1.52%,251.10M
1178,ALLO,"Allogene Therapeutics, Inc.",601.20M,2.88,5.70%,65.00K
1179,ALMS,Alumis Inc.,599.52M,11.02,-7.94%,-
1180,AXGN,"Axogen, Inc.",599.52M,13.68,-0.88%,173.48M
1181,DAKT,"Daktronics, Inc.",598.97M,12.84,1.74%,811.64M
1182,WEST,Westrock Coffee Company,598.78M,6.77,0.45%,835.47M
1183,ARCT,Arcturus Therapeutics Holdings Inc.,597.90M,22.11,1.56%,163.87M
1184,HTBK,Heritage Commerce Corp,596.09M,9.73,0.05%,174.59M
1185,SNCY,"Sun Country Airlines Holdings, Inc.",595.66M,11.28,2.08%,1.06B
1186,EZPW,"EZCORP, Inc.",593.93M,10.85,1.59%,1.14B
1187,MLYS,"Mineralys Therapeutics, Inc.",592.99M,11.93,-0.54%,-
1188,NYMT,"New York Mortgage Trust, Inc.",590.13M,6.52,-0.84%,151.99M
1189,HTBI,"HomeTrust Bancshares, Inc.",589.95M,33.99,-0.03%,187.18M
1190,OFIX,Orthofix Medical Inc.,587.32M,15.39,0.03%,771.65M
1191,CCBG,"Capital City Bank Group, Inc.",586.78M,34.64,-0.27%,221.12M
1192,CRML,Critical Metals Corp.,585.36M,7.17,2.72%,-
1193,TRDA,"Entrada Therapeutics, Inc.",584.81M,16.62,5.39%,239.40M
1194,CAC,Camden National Corporation,584.79M,40.12,0.15%,162.23M
1195,SWBI,"Smith & Wesson Brands, Inc.",584.43M,13.03,0.46%,509.92M
1196,MGIC,Magic Software Enterprises Ltd.,584.04M,11.9,-0.13%,523.33M
1197,METCB,"Ramaco Resources, Inc.",583.86M,10.35,2.07%,717.69M
1198,LXRX,"Lexicon Pharmaceuticals, Inc.",583.81M,1.62,4.87%,3.64M
1199,CEVA,"CEVA, Inc.",580.31M,24.5,-2.47%,98.74M
1200,DMRC,Digimarc Corporation,578.61M,27.09,1.31%,38.60M
1201,SSYS,Stratasys Ltd.,574.04M,8.07,1.00%,600.56M
1202,EOSE,"Eos Energy Enterprises, Inc.",573.65M,2.65,2.12%,14.79M
1203,YMAB,"Y-mAbs Therapeutics, Inc.",573.61M,12.87,0.39%,86.55M
1204,RBBN,Ribbon Communications Inc.,572.45M,3.28,1.55%,801.85M
1205,WLDN,"Willdan Group, Inc.",569.55M,40.7,-0.22%,551.90M
1206,THRD,"Third Harmonic Bio, Inc.",566.32M,13.78,3.41%,-
1207,RXT,"Rackspace Technology, Inc.",566.21M,2.51,-2.52%,2.83B
1208,FRPH,"FRP Holdings, Inc.",566.19M,29.75,0.45%,31.30M
1209,FDMT,"4D Molecular Therapeutics, Inc.",565.95M,10.89,-0.64%,20.22M
1210,ROOT,"Root, Inc.",565.35M,37.69,-3.58%,854.20M
1211,NTGR,"NETGEAR, Inc.",565.11M,19.71,-1.03%,695.01M
1212,IPX,IperionX Limited,564.67M,20.13,-3.93%,-
1213,CASS,"Cass Information Systems, Inc.",562.62M,41.29,0.24%,218.45M
1214,AAOI,"Applied Optoelectronics, Inc.",562.52M,13.76,-7.13%,206.94M
1215,RVNC,"Revance Therapeutics, Inc.",562.38M,5.37,-0.46%,251.18M
1216,SIBN,"SI-BONE, Inc.",561.62M,13.47,-2.46%,150.71M
1217,AIOT,"PowerFleet, Inc.",558.58M,5.2,5.80%,178.30M
1218,QTTB,Q32 Bio Inc.,554.51M,45.98,1.26%,-12.80M
1219,NNDM,Nano Dimension Ltd.,554.01M,2.53,1.08%,54.96M
1220,CLFD,"Clearfield, Inc.",553.29M,38.86,1.22%,169.62M
1221,ACIC,American Coastal Insurance Corporation,552.71M,11.48,0.35%,261.18M
1222,HAFC,Hanmi Financial Corporation,551.82M,18.35,1.05%,237.49M
1223,CNSL,"Consolidated Communications Holdings, Inc.",549.53M,4.64,0.40%,1.10B
1224,FMNB,Farmers National Banc Corp.,548.99M,14.61,-0.20%,169.11M
1225,SRDX,"Surmodics, Inc.",548.00M,38.41,-0.16%,120.82M
1226,URGN,UroGen Pharma Ltd.,545.17M,12.95,1.53%,85.01M
1227,LUNR,"Intuitive Machines, Inc.",544.29M,8.65,8.40%,157.77M
1228,WASH,"Washington Trust Bancorp, Inc.",543.31M,31.85,0.47%,189.11M
1229,SPFI,"South Plains Financial, Inc.",542.73M,33.12,-0.24%,185.14M
1230,SNDL,SNDL Inc.,541.82M,2.04,1.19%,666.29M
1231,CTLP,"Cantaloupe, Inc.",541.56M,7.42,3.92%,268.60M
1232,PHAR,Pharming Group N.V.,539.07M,8.49,7.74%,277.56M
1233,RDUS,"Radius Recycling, Inc.",538.64M,19.21,-,2.69B
1234,RGNX,REGENXBIO Inc.,538.22M,10.89,1.97%,89.04M
1235,LESL,"Leslie's, Inc.",537.17M,2.91,1.93%,1.36B
1236,YORW,The York Water Company,537.07M,37.4,0.69%,73.24M
1237,CELC,Celcuity Inc.,536.20M,14.48,1.69%,-
1238,BTBT,"Bit Digital, Inc.",536.01M,3.63,-1.63%,86.85M
1239,LE,"Lands' End, Inc.",535.89M,17.18,2.02%,1.44B
1240,NEXN,Nexxen International Ltd.,533.92M,8.11,1.38%,339.02M
1241,NRC,National Research Corporation,531.37M,22.26,0.32%,146.28M
1242,DAVE,Dave Inc.,531.07M,41.76,4.47%,292.68M
1243,ITRN,Ituran Location and Control Ltd.,529.17M,26.6,-0.93%,328.76M
1244,FHTX,Foghorn Therapeutics Inc.,528.94M,9.56,-1.24%,35.19M
1245,BLDP,Ballard Power Systems Inc.,526.76M,1.84,5.15%,104.27M
1246,KALV,"KalVista Pharmaceuticals, Inc.",526.64M,12.19,21.90%,-
1247,NGNE,Neurogene Inc.,526.63M,40.53,3.45%,925.00K
1248,UFCS,"United Fire Group, Inc.",526.36M,20.78,0.22%,1.16B
1249,VINP,Vinci Partners Investments Ltd.,525.67M,9.9,5.04%,85.53M
1250,SHCR,"Sharecare, Inc.",524.87M,1.42,-0.35%,403.73M
1251,GAIN,Gladstone Investment Corporation,524.50M,14.3,1.17%,89.18M
1252,GLAD,Gladstone Capital Corporation,523.85M,24.08,2.03%,96.66M
1253,PRTH,"Priority Technology Holdings, Inc.",522.46M,6.8,-2.58%,813.88M
1254,GCBC,"Greene County Bancorp, Inc.",522.34M,30.68,1.11%,64.12M
1255,LASR,"nLIGHT, Inc.",522.16M,10.85,1.40%,197.56M
1256,KRT,Karat Packaging Inc.,520.88M,26.03,0.10%,409.32M
1257,DH,Definitive Healthcare Corp.,517.10M,4.42,1.49%,258.47M
1258,OFLX,"Omega Flex, Inc.",516.93M,51.21,0.47%,105.48M
1259,HIFS,Hingham Institution for Savings,515.67M,236.52,-0.16%,54.79M
1260,HONE,"HarborOne Bancorp, Inc.",514.37M,12.4,0.20%,164.89M
1261,OCS,Oculis Holding AG,514.30M,12.32,1.65%,969.29K
1262,ATLC,Atlanticus Holdings Corporation,513.48M,34.83,2.25%,362.25M
1263,THFF,First Financial Corporation,512.73M,43.4,0.23%,192.70M
1264,FLWS,"1-800-FLOWERS.COM, Inc.",511.19M,7.96,1.27%,1.83B
1265,GCMG,GCM Grosvenor Inc.,509.93M,11.44,0.88%,461.33M
1266,CVGW,"Calavo Growers, Inc.",508.32M,28.56,-0.82%,1.01B
1267,HCAT,"Health Catalyst, Inc.",508.25M,8.41,0.18%,299.48M
1268,RSVR,"Reservoir Media, Inc.",506.31M,7.78,0.91%,147.34M
1269,OABI,"OmniAb, Inc.",505.74M,4.28,1.18%,21.71M
1270,IIIV,"i3 Verticals, Inc.",504.82M,21.25,0.47%,371.16M
1271,ESQ,"Esquire Financial Holdings, Inc.",504.53M,64.52,2.04%,112.34M
1272,SOHU,Sohu.com Limited,503.25M,15.56,-1.43%,598.51M
1273,SIGA,"SIGA Technologies, Inc.",501.01M,7.02,1.15%,172.96M
1274,LIND,"Lindblad Expeditions Holdings, Inc.",499.42M,9.37,1.52%,591.46M
1275,BIOX,Bioceres Crop Solutions Corp.,498.99M,7.94,-0.38%,464.80M
1276,VALN,Valneva SE,498.40M,6.16,0.82%,167.66M
1277,LAND,Gladstone Land Corporation,498.19M,13.9,0.44%,89.37M
1278,SLRN,"Acelyrin, Inc.",496.05M,4.97,1.84%,-
1279,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",495.56M,11.48,0.22%,126.91M
1280,DGICB,Donegal Group Inc.,495.51M,13.3,-4.25%,961.31M
1281,PRTC,PureTech Health plc,495.37M,21.25,4.16%,468.00K
1282,ATNI,"ATN International, Inc.",493.76M,33.3,4.97%,760.08M
1283,DGICA,Donegal Group Inc.,493.38M,14.74,-1.64%,961.31M
1284,VREX,Varex Imaging Corporation,490.54M,12.01,1.74%,832.70M
1285,CGNT,Cognyte Software Ltd.,489.60M,6.81,-2.16%,330.21M
1286,MPB,"Mid Penn Bancorp, Inc.",489.37M,29.31,-0.34%,169.32M
1287,CCNE,CNB Financial Corporation,486.69M,23.39,-0.34%,214.48M
1288,CTNM,"Contineum Therapeutics, Inc.",486.56M,18.92,1.31%,-
1289,GLRE,"Greenlight Capital Re, Ltd.",484.96M,13.73,-0.79%,688.99M
1290,AVXL,Anavex Life Sciences Corp.,484.18M,5.71,0.71%,-
1291,LILM,Lilium N.V.,482.20M,0.78,4.54%,-
1292,ACTG,Acacia Research Corporation,480.80M,4.79,0.63%,152.55M
1293,SEAT,Vivid Seats Inc.,479.96M,3.64,1.68%,775.60M
1294,MNMD,Mind Medicine (MindMed) Inc.,479.62M,5.89,-,-
1295,ALEC,"Alector, Inc.",478.82M,4.92,2.29%,55.28M
1296,PACB,"Pacific Biosciences of California, Inc.",478.29M,1.76,0.86%,188.87M
1297,LMNR,Limoneira Company,476.57M,26.4,-1.31%,189.08M
1298,BAND,Bandwidth Inc.,476.12M,17.44,1.75%,662.03M
1299,NVTS,Navitas Semiconductor Corporation,476.07M,2.6,6.35%,91.68M
1300,MSBI,"Midland States Bancorp, Inc.",475.14M,22.21,-0.05%,255.63M
1301,DADA,Dada Nexus Limited,474.14M,1.83,14.02%,1.40B
1302,AROW,Arrow Financial Corporation,474.04M,28.33,0.78%,133.55M
1303,BYND,"Beyond Meat, Inc.",473.48M,7.28,-1.62%,317.78M
1304,BCAL,California BanCorp.,472.73M,14.72,0.20%,87.33M
1305,QTRX,Quanterix Corporation,472.45M,12.31,-5.17%,129.33M
1306,BIGC,"BigCommerce Holdings, Inc.",471.96M,6.07,2.88%,324.38M
1307,PGC,Peapack-Gladstone Financial Corporation,471.54M,26.88,-0.11%,204.35M
1308,CMPS,COMPASS Pathways plc,471.19M,6.89,-0.29%,-
1309,ADTN,"ADTRAN Holdings, Inc.",466.63M,5.91,-0.18%,949.97M
1310,VLGEA,"Village Super Market, Inc.",465.84M,31.5,0.29%,2.21B
1311,ALT,"Altimmune, Inc.",465.51M,6.55,-3.82%,409.00K
1312,LAZR,"Luminar Technologies, Inc.",463.17M,0.92,-0.36%,76.49M
1313,PFIS,Peoples Financial Services Corp.,459.78M,46.09,-0.63%,90.82M
1314,CCSI,"Consensus Cloud Solutions, Inc.",459.47M,23.81,-0.63%,353.96M
1315,SHBI,"Shore Bancshares, Inc.",459.43M,13.79,-,167.59M
1316,INOD,Innodata Inc.,457.44M,15.78,-1.13%,107.34M
1317,LYTS,LSI Industries Inc.,456.58M,15.9,0.60%,469.64M
1318,KE,"Kimball Electronics, Inc.",456.58M,18.46,2.10%,1.71B
1319,AURA,"Aura Biosciences, Inc.",456.38M,9.2,2.10%,-
1320,CRMD,CorMedix Inc.,454.70M,8.14,-1.09%,806.12K
1321,ABSI,Absci Corporation,454.23M,4,-2.68%,3.25M
1322,LSEA,Landsea Homes Corporation,453.17M,12.49,1.79%,1.40B
1323,TECX,"Tectonic Therapeutic, Inc.",452.86M,30.74,7.54%,-
1324,CCRN,"Cross Country Healthcare, Inc.",451.34M,13.35,-4.64%,1.58B
1325,NWPX,Northwest Pipe Company,450.76M,45.45,5.57%,471.61M
1326,NNE,NANO Nuclear Energy Inc.,450.71M,14.96,-0.80%,-
1327,SAGE,"Sage Therapeutics, Inc.",449.33M,7.36,2.65%,97.24M
1328,EVGO,"EVgo, Inc.",448.67M,4.2,2.19%,206.88M
1329,ZJYL,Jin Medical International Ltd.,446.94M,2.86,4.96%,20.13M
1330,ANSC,Agriculture & Natural Solutions Acquisition Corporation,446.34M,10.35,-,-
1331,GDEV,GDEV Inc.,446.32M,24.65,2.24%,443.17M
1332,CLMB,"Climb Global Solutions, Inc.",444.91M,99.68,2.74%,369.74M
1333,GRAL,"GRAIL, Inc.",444.45M,14.31,5.27%,109.74M
1334,LVRO,Lavoro Limited,441.95M,3.79,-2.57%,1.85B
1335,ALRS,Alerus Financial Corporation,441.93M,22.35,1.89%,164.06M
1336,LOVE,The Lovesac Company,441.24M,28.36,0.71%,693.78M
1337,MERC,Mercer International Inc.,440.87M,6.6,3.86%,1.99B
1338,SDST,Stardust Power Inc.,440.26M,9.42,-11.13%,-
1339,SENEA,Seneca Foods Corporation,437.53M,63.12,0.21%,1.46B
1340,ZEUS,"Olympic Steel, Inc.",437.06M,39.26,1.08%,2.07B
1341,DHIL,"Diamond Hill Investment Group, Inc.",435.86M,158.44,-0.64%,142.33M
1342,ZIMV,ZimVie Inc.,435.63M,15.8,1.35%,453.38M
1343,BWMN,Bowman Consulting Group Ltd.,434.92M,23.89,1.79%,386.81M
1344,ITIC,Investors Title Company,434.63M,230.71,1.19%,233.77M
1345,SHYF,"The Shyft Group, Inc.",433.54M,12.58,1.54%,794.33M
1346,SENEB,Seneca Foods Corporation,433.51M,63.71,4.27%,1.46B
1347,SKYT,"SkyWater Technology, Inc.",432.06M,9.1,0.55%,323.74M
1348,TSHA,"Taysha Gene Therapies, Inc.",431.41M,2.11,0.24%,12.87M
1349,AQST,"Aquestive Therapeutics, Inc.",428.89M,4.71,-5.80%,58.36M
1350,XERS,"Xeris Biopharma Holdings, Inc.",428.37M,2.88,1.59%,181.41M
1351,MOFG,"MidWestOne Financial Group, Inc.",426.44M,27.04,-2.82%,173.96M
1352,EYPT,"EyePoint Pharmaceuticals, Inc.",426.00M,7.96,-1.36%,50.39M
1353,ZUMZ,Zumiez Inc.,425.13M,22.21,2.16%,885.73M
1354,WALD,Waldencast plc,424.74M,3.84,1.60%,240.38M
1355,VALU,"Value Line, Inc.",424.10M,45.03,0.07%,36.63M
1356,VERV,"Verve Therapeutics, Inc.",423.97M,5.01,1.01%,20.65M
1357,GTI,Graphjet Technology,423.94M,2.89,-2.07%,-
1358,KRNY,Kearny Financial Corp.,422.91M,6.78,0.37%,134.38M
1359,TIL,"Instil Bio, Inc.",421.63M,64.83,-5.17%,-
1360,LRMR,"Larimar Therapeutics, Inc.",421.12M,6.6,4.27%,-
1361,HNRG,Hallador Energy Company,420.87M,9.88,12.27%,485.54M
1362,FFWM,First Foundation Inc.,418.65M,6.1,-1.13%,230.71M
1363,TWFG,"TWFG, Inc.",416.07M,28.09,-,187.28M
1364,GRVY,"Gravity Co., Ltd.",415.41M,59.78,-0.88%,399.94M
1365,RMR,The RMR Group Inc.,414.94M,24.81,0.08%,191.26M
1366,MXCT,"MaxCyte, Inc.",414.72M,3.9,0.13%,45.44M
1367,CCCC,"C4 Therapeutics, Inc.",414.29M,5.98,-4.09%,29.38M
1368,FFIC,Flushing Financial Corporation,410.45M,14.12,0.14%,190.70M
1369,FATE,"Fate Therapeutics, Inc.",408.25M,3.59,2.43%,12.32M
1370,RBB,RBB Bancorp,408.09M,22.92,0.61%,117.60M
1371,BSRR,Sierra Bancorp,407.10M,28.68,0.24%,142.35M
1372,PRME,"Prime Medicine, Inc.",406.47M,3.5,-1.83%,591.00K
1373,NETD,Nabors Energy Transition Corp. II,406.03M,10.65,-,-
1374,HIVE,HIVE Digital Technologies Ltd.,405.32M,3.36,-1.47%,123.14M
1375,PAL,"Proficient Auto Logistics, Inc.",404.92M,14.98,-2.47%,-
1376,RICK,"RCI Hospitality Holdings, Inc.",403.90M,44.9,-0.34%,297.62M
1377,BYRN,Byrna Technologies Inc.,403.49M,17.72,5.89%,59.65M
1378,SVCO,"Silvaco Group, Inc.",403.48M,15.35,-0.81%,58.28M
1379,PKOH,Park-Ohio Holdings Corp.,401.97M,30.78,3.46%,1.66B
1380,LOCO,"El Pollo Loco Holdings, Inc.",401.34M,13.41,-1.03%,470.98M
1381,PGHL,Primega Group Holdings Limited,400.81M,16.7,8.52%,13.46M
1382,CARE,"Carter Bankshares, Inc.",399.50M,17.32,-0.60%,125.73M
1383,GRPN,"Groupon, Inc.",399.41M,10.05,-1.37%,511.89M
1384,CGC,Canopy Growth Corporation,398.53M,4.57,1.10%,209.77M
1385,SNBR,Sleep Number Corporation,397.02M,17.76,5.40%,1.78B
1386,TBPH,"Theravance Biopharma, Inc.",396.76M,8.11,0.62%,62.02M
1387,CWCO,Consolidated Water Co. Ltd.,396.65M,25.05,1.62%,175.27M
1388,MITK,"Mitek Systems, Inc.",396.43M,8.58,1.18%,166.52M
1389,LX,LexinFintech Holdings Ltd.,396.24M,2.41,17.60%,1.91B
1390,RWAY,Runway Growth Finance Corp.,396.07M,10.28,1.33%,157.21M
1391,NIPG,NIP Group Inc.,395.92M,7.04,-1.40%,83.67M
1392,CYRX,"Cryoport, Inc.",395.79M,8.01,0.50%,225.61M
1393,PTSI,"P.A.M. Transportation Services, Inc.",394.94M,18.14,2.78%,747.21M
1394,NVEC,NVE Corporation,393.32M,81.37,1.38%,27.76M
1395,EBTC,"Enterprise Bancorp, Inc.",392.72M,32.11,0.34%,162.52M
1396,AEHR,"Aehr Test Systems, Inc.",392.58M,13.27,1.07%,66.22M
1397,RDVT,"Red Violet, Inc.",392.52M,28.59,-1.23%,67.47M
1398,GEVO,"Gevo, Inc.",391.37M,1.68,15.10%,18.15M
1399,FISI,"Financial Institutions, Inc.",389.59M,25.18,0.08%,220.79M
1400,NRIM,"Northrim BanCorp, Inc.",388.66M,70.64,1.04%,136.39M
1401,LWAY,"Lifeway Foods, Inc.",387.89M,26.23,-0.17%,176.78M
1402,ORGO,Organogenesis Holdings Inc.,387.78M,2.93,3.72%,448.39M
1403,BWB,"Bridgewater Bancshares, Inc.",387.00M,14.15,0.21%,106.31M
1404,LYEL,"Lyell Immunopharma, Inc.",386.56M,1.51,-0.66%,54.00K
1405,HRZN,Horizon Technology Finance Corporation,386.38M,10.72,0.99%,109.13M
1406,BRY,Berry Corporation,385.46M,5.01,3.30%,844.47M
1407,ITOS,"iTeos Therapeutics, Inc.",381.65M,10.45,2.80%,35.00M
1408,LINC,Lincoln Educational Services Corporation,379.90M,12.07,1.17%,408.42M
1409,FBIZ,"First Business Financial Services, Inc.",379.89M,45.8,3.61%,139.46M
1410,PERI,Perion Network Ltd.,378.93M,8.01,-0.99%,686.05M
1411,FRBA,First Bank,378.47M,15.03,0.20%,114.58M
1412,JOUT,Johnson Outdoors Inc.,377.63M,37.05,0.04%,583.32M
1413,HDSN,"Hudson Technologies, Inc.",376.46M,8.27,0.12%,261.88M
1414,ARTNA,Artesian Resources Corporation,375.58M,36.48,0.36%,103.08M
1415,AMSWA,"American Software, Inc.",374.12M,11.12,1.51%,102.81M
1416,FARO,"FARO Technologies, Inc.",371.99M,19.08,1.17%,351.98M
1417,ISPR,Ispire Technology Inc.,371.57M,6.56,1.23%,151.91M
1418,FMAO,"Farmers & Merchants Bancorp, Inc.",371.52M,27.46,0.78%,95.41M
1419,IONR,ioneer Ltd,370.93M,6.54,7.21%,-
1420,HNST,"The Honest Company, Inc.",369.70M,3.69,1.48%,355.70M
1421,USAP,"Universal Stainless & Alloy Products, Inc.",368.87M,39.93,-0.70%,311.46M
1422,CCIX,Churchill Capital Corp IX,367.17M,10.02,-0.05%,-
1423,ACNB,ACNB Corporation,366.61M,42.9,2.58%,106.71M
1424,ZVRA,"Zevra Therapeutics, Inc.",366.22M,6.96,-4.79%,23.69M
1425,NAUT,"Nautilus Biotechnology, Inc.",366.20M,2.92,2.46%,-
1426,CWBC,Community West Bancshares,365.74M,19.31,0.26%,85.23M
1427,AMCX,AMC Networks Inc.,365.57M,8.29,3.88%,2.54B
1428,SERV,Serve Robotics Inc.,365.12M,8.69,13.01%,1.52M
1429,ACIU,AC Immune SA,365.09M,3.69,-0.27%,17.24M
1430,TCBX,"Third Coast Bancshares, Inc.",364.38M,26.67,1.31%,151.61M
1431,RNAC,"Cartesian Therapeutics, Inc.",364.36M,17.04,-1.84%,54.10M
1432,GHRS,GH Research PLC,364.20M,7,-,-
1433,ANIK,"Anika Therapeutics, Inc.",364.15M,24.61,-0.08%,166.88M
1434,BMEA,"Biomea Fusion, Inc.",363.91M,10.05,5.01%,-
1435,GAMB,Gambling.com Group Limited,363.08M,10,-1.19%,115.74M
1436,GPAT,GP-Act III Acquisition Corp.,362.25M,10.08,0.10%,-
1437,CDRO,"Codere Online Luxembourg, S.A.",362.16M,8,-0.06%,151.88M
1438,SFIX,"Stitch Fix, Inc.",361.15M,2.9,14.65%,1.34B
1439,GIG,GigCapital7 Corp.,360.86M,9.97,-0.15%,-
1440,ALF,Centurion Acquisition Corp.,359.73M,10.01,-0.20%,-
1441,NNOX,Nano-X Imaging Ltd.,359.17M,6.14,0.66%,10.13M
1442,MBAV,M3-Brigade Acquisition V Corp.,359.02M,10,-,-
1443,TMCI,"Treace Medical Concepts, Inc.",358.22M,5.76,-0.69%,198.53M
1444,LWLG,"Lightwave Logic, Inc.",356.72M,2.96,3.32%,90.27K
1445,RRBI,"Red River Bancshares, Inc.",355.68M,51.65,-0.04%,104.93M
1446,CRMT,"America's Car-Mart, Inc.",353.83M,43.7,-0.11%,1.37B
1447,BSVN,Bank7 Corp.,353.81M,37.89,-0.60%,78.57M
1448,REAL,"The RealReal, Inc.",353.16M,3.26,4.33%,565.28M
1449,ONEW,OneWater Marine Inc.,350.68M,23.98,1.55%,1.85B
1450,JFIN,Jiayin Group Inc.,350.01M,6.6,3.77%,828.21M
1451,DCGO,DocGo Inc.,349.92M,3.42,2.40%,742.84M
1452,CBNK,"Capital Bancorp, Inc.",349.63M,25.13,0.20%,157.49M
1453,HBCP,"Home Bancorp, Inc.",348.60M,43.2,0.51%,129.84M
1454,ALTI,"AlTi Global, Inc.",348.21M,3.79,-0.49%,241.81M
1455,FRGT,"Freight Technologies, Inc.",347.89M,2.12,-1.40%,17.06M
1456,ESEA,Euroseas Ltd.,346.79M,49.44,-,205.17M
1457,VBNK,VersaBank,345.59M,13.15,-1.13%,82.40M
1458,CAPR,"Capricor Therapeutics, Inc.",345.47M,9.78,-2.14%,27.15M
1459,TCMD,"Tactile Systems Technology, Inc.",344.64M,14.38,0.21%,281.54M
1460,DENN,Denny's Corporation,343.43M,6.69,0.22%,455.44M
1461,TALK,"Talkspace, Inc.",342.31M,2.04,2.27%,172.54M
1462,UNTY,"Unity Bancorp, Inc.",341.55M,34.23,0.54%,99.26M
1463,IMMP,Immutep Limited,340.33M,2.23,-1.76%,2.56M
1464,ARTV,"Artiva Biotherapeutics, Inc.",340.02M,14,5.11%,29.26M
1465,OBT,"Orange County Bancorp, Inc.",339.82M,60,5.47%,102.96M
1466,TROO,"TROOPS, Inc.",338.83M,3.34,7.93%,3.57M
1467,FSBW,"FS Bancorp, Inc.",336.97M,44.05,-0.52%,138.83M
1468,DOGZ,Dogness (International) Corporation,336.73M,26.45,0.23%,13.86M
1469,IPXX,Inflection Point Acquisition Corp. II,336.56M,10.77,0.28%,-
1470,PANL,"Pangaea Logistics Solutions, Ltd.",335.35M,7.15,-3.64%,503.74M
1471,TMC,TMC the metals company Inc.,335.33M,1.04,-1.42%,-
1472,NATH,"Nathan's Famous, Inc.",334.45M,81.88,2.20%,141.39M
1473,EWCZ,"European Wax Center, Inc.",333.40M,6.98,-,223.79M
1474,IBEX,IBEX Limited,333.12M,19.83,-0.43%,508.57M
1475,KRRO,"Korro Bio, Inc.",332.90M,35.8,3.02%,-
1476,ELYM,"Eliem Therapeutics, Inc.",332.62M,4.96,-0.80%,-
1477,LNZA,"LanzaTech Global, Inc.",332.14M,1.68,10.12%,67.69M
1478,MGTX,MeiraGTx Holdings plc,331.27M,4.28,2.39%,8.12M
1479,SGHT,"Sight Sciences, Inc.",329.76M,6.56,-0.23%,79.40M
1480,ESPR,"Esperion Therapeutics, Inc.",329.66M,1.68,2.44%,277.79M
1481,AIRJ,Montana Technologies Corporation,327.40M,5.87,-1.82%,-
1482,DOYU,DouYu International Holdings Limited,327.27M,10.35,7.65%,650.47M
1483,FORR,"Forrester Research, Inc.",326.69M,17.14,1.12%,453.42M
1484,ALDX,"Aldeyra Therapeutics, Inc.",326.52M,5.5,2.33%,-
1485,INZY,"Inozyme Pharma, Inc.",326.22M,5.2,1.17%,-
1486,CERS,Cerus Corporation,325.20M,1.76,-1.40%,169.98M
1487,LUNG,Pulmonx Corporation,325.16M,8.31,0.54%,76.58M
1488,ALNT,Allient Inc.,325.09M,19.3,0.89%,569.06M
1489,AIRS,"AirSculpt Technologies, Inc.",324.24M,5.63,0.72%,193.03M
1490,TITN,Titan Machinery Inc.,324.10M,14.22,0.42%,2.81B
1491,CRVS,"Corvus Pharmaceuticals, Inc.",323.39M,5.17,1.57%,-
1492,NKTX,"Nkarta, Inc.",323.15M,4.58,-,-
1493,WEYS,"Weyco Group, Inc.",322.36M,34.21,0.41%,300.23M
1494,GLUE,"Monte Rosa Therapeutics, Inc.",322.18M,5.25,-2.05%,5.76M
1495,OSUR,"OraSure Technologies, Inc.",321.39M,4.31,1.17%,273.54M
1496,WTBA,"West Bancorporation, Inc.",320.16M,19.02,1.28%,76.33M
1497,VYGR,"Voyager Therapeutics, Inc.",319.56M,5.86,-0.51%,143.77M
1498,MTRX,Matrix Service Company,319.01M,11.58,5.46%,728.21M
1499,BMRC,Bank of Marin Bancorp,318.03M,19.67,0.46%,58.62M
1500,RGP,"Resources Connection, Inc.",317.64M,9.49,0.96%,632.80M
1501,APPS,"Digital Turbine, Inc.",317.06M,3.09,2.83%,516.11M
1502,ILPT,Industrial Logistics Properties Trust,315.40M,4.78,-1.65%,441.89M
1503,ACB,Aurora Cannabis Inc.,315.28M,5.86,1.83%,203.84M
1504,NODK,"NI Holdings, Inc.",314.89M,15.25,-0.13%,380.70M
1505,NEWT,"NewtekOne, Inc.",314.68M,12.12,1.76%,301.04M
1506,MTLS,Materialise NV,314.53M,5.33,1.04%,276.29M
